STRM,SUBJECT,CATALOG_NBR,LOCATION,ENRL_CAP,SSR_COMPONENT,ENRL_TOT,INSTRUCTORS
1051,ENSC,296,BURNABY,80,SEC,1,"Andrew Jenkins, Kamal Gupta, Mehrdad Saif"
1051,ENSC,304,BURNABY,120,LEC,110,. Sessional
1051,ENSC,305,BURNABY,60,LEC,51,"Kamal Gupta, Mehrdad Saif, Michael Sjoerdsma"
1051,ENSC,320,BURNABY,80,LEC,68,"James Cavers, Kamal Gupta, Mehrdad Saif"
1051,ENSC,320,BURNABY,20,TUT,19,
1051,ENSC,320,BURNABY,20,TUT,18,
1051,ENSC,320,BURNABY,20,TUT,15,
1051,ENSC,320,BURNABY,20,TUT,16,
1051,ENSC,330,BURNABY,100,LEC,55,"Bozena Kaminska, Kamal Gupta, Mehrdad Saif"
1051,ENSC,330,BURNABY,0,OPL,0,
1051,ENSC,330,BURNABY,0,OPL,0,
1051,ENSC,350,BURNABY,40,LEC,38,"Kamal Gupta, Mehrdad Saif, Patrick Leung"
1051,ENSC,350,BURNABY,0,OPL,0,
1051,ENSC,351,BURNABY,50,LEC,42,"Kamal Gupta, Mehrdad Saif, William Scratchley"
1051,ENSC,351,BURNABY,24,LAB,17,
1051,ENSC,351,BURNABY,26,LAB,25,
1051,ENSC,380,BURNABY,80,LEC,68,"John Bird, Kamal Gupta, Mehrdad Saif"
1051,ENSC,395,BURNABY,80,SEC,18,"Andrew Jenkins, Kamal Gupta, Mehrdad Saif"
1051,ENSC,396,BURNABY,10,SEC,0,"Andrew Jenkins, Kamal Gupta, Mehrdad Saif"
1051,ENSC,400,BURNABY,10,SEC,1,. Faculty
1051,ENSC,406,BURNABY,90,LEC,86,"Mehrdad Saif, Zafeer Alibhai"
1051,ENSC,406,BURNABY,15,TUT,15,
1051,ENSC,406,BURNABY,15,TUT,14,
1051,ENSC,406,BURNABY,15,TUT,15,
1051,ENSC,406,BURNABY,15,TUT,15,
1051,ENSC,406,BURNABY,15,TUT,14,
1051,ENSC,406,BURNABY,15,TUT,13,
1051,ENSC,424,BURNABY,50,LEC,43,"Jie Liang, Kamal Gupta, Mehrdad Saif"
1051,ENSC,427,BURNABY,50,LEC,28,"Kamal Gupta, Mehrdad Saif, R Hardy"
1051,ENSC,427,BURNABY,20,OPL,0,
1051,ENSC,428,BURNABY,50,LEC,19,"Dong Kim, Kamal Gupta, Mehrdad Saif"
1051,ENSC,428,BURNABY,0,OPL,0,
1051,ENSC,440,BURNABY,60,LEC,52,"Kamal Gupta, Lakshman One, Mehrdad Saif"
1051,ENSC,460,BURNABY,20,LEC,19,"Glenn Chapman, Kamal Gupta, Mehrdad Saif"
1051,ENSC,483,BURNABY,50,LEC,25,"Kamal Gupta, Mehrdad Saif"
1051,ENSC,483,BURNABY,0,OPL,0,
1051,ENSC,492,BURNABY,10,SEC,1,. Faculty
1051,ENSC,493,BURNABY,10,SEC,2,. Faculty
1051,ENSC,494,BURNABY,10,SEC,8,. Faculty
1051,ENSC,495,BURNABY,10,LEC,10,"Bonnie Gray, Kamal Gupta, Mehrdad Saif"
1051,ENSC,495,BURNABY,0,OPL,0,
1051,ENSC,498,BURNABY,30,SEC,12,. Faculty
1051,ENSC,499,BURNABY,35,SEC,10,. Faculty
1051,ENSC,810,BURNABY,25,LEC,18,Shawn Stapleton
1051,ENSC,832,BURNABY,25,SEM,8,Paul Ho
1051,ENSC,850,BURNABY,32,SEC,8,Karim Karim
1051,ENSC,851,BURNABY,11,LEC,12,Bonnie Gray
1051,ENSC,853,BURNABY,50,LEC,14,James Kuo
1051,ENSC,888,BURNABY,30,LEC,9,John Jones
1051,ENSC,891,BURNABY,30,SEC,4,. Faculty
1051,ENSC,892,BURNABY,30,SEC,2,. Faculty
1051,ENSC,894,BURNABY,10,LEC,10,Dong Kim
1051,ENSC,894,BURNABY,10,LEC,6,Glenn Chapman
1051,ENSC,894,BURNABY,10,LEC,6,Rodney Vaughan
1051,ENSC,896,BURNABY,20,SEC,3,. Faculty
1051,ENSC,897,BURNABY,200,SEC,4,. Faculty
1051,ENSC,898,BURNABY,50,SEC,61,. Faculty
1051,ENSC,899,BURNABY,20,SEC,35,. Faculty
1051,MACM,101,BURNABY,160,LEC,109,Bradley Bart
1051,MACM,101,SURREY,72,LEC,11,Mohamed Hefeeda
1051,MACM,101,SURREY,24,TUT,11,. Tbd
1051,MACM,101,SURREY,72,LEC,40,Kay Wiese
1051,MACM,101,SURREY,24,TUT,23,
1051,MACM,101,SURREY,24,TUT,10,
1051,MACM,101,SURREY,24,TUT,7,
1051,MACM,201,BURNABY,200,LEC,135,Wing Lee
1051,MACM,201,BURNABY,60,OPL,0,
1051,MACM,202,BURNABY,50,LEC,40,Luis Goddyn
1051,MACM,202,BURNABY,25,TUT,25,
1051,MACM,202,BURNABY,25,TUT,15,
1051,MACM,316,BURNABY,128,LEC,124,Rustum Choksi
1051,MACM,316,BURNABY,32,TUT,32,
1051,MACM,316,BURNABY,32,TUT,30,
1051,MACM,316,BURNABY,32,TUT,31,
1051,MACM,316,BURNABY,32,TUT,31,
1051,MACM,316,SURREY,25,LEC,7,Ha Le
1051,MACM,316,SURREY,25,TUT,7,. Tbd
1051,MACM,401,BURNABY,30,LEC,20,Michael Monagan
1051,MATH,100,BURNABY,195,LEC,103,Lisa Redekop
1051,MATH,100,SURREY,48,LEC,20,Daniel Kadonoff
1051,MATH,100,SURREY,24,TUT,20,
1051,MATH,100,BURNABY,60,OPL,0,
1051,MATH,151,BURNABY,200,LEC,130,Jonathan Jedwab
1051,MATH,151,SURREY,96,INS,57,Daniela Marinescu
1051,MATH,151,SURREY,24,TUT,20,Daniela Marinescu
1051,MATH,151,SURREY,24,TUT,18,Daniela Marinescu
1051,MATH,151,SURREY,24,TUT,15,
1051,MATH,151,SURREY,24,TUT,4,
1051,MATH,151,BURNABY,60,OPL,0,
1051,MATH,152,BURNABY,504,LEC,383,Nessim Tariq
1051,MATH,152,SURREY,96,LEC,18,June Lester
1051,MATH,152,SURREY,24,TUT,9,June Lester
1051,MATH,152,SURREY,24,TUT,8,June Lester
1051,MATH,152,BURNABY,60,OPL,0,
1051,MATH,154,BURNABY,200,LEC,143,Jiahong Yin
1051,MATH,154,BURNABY,60,OPL,0,
1051,MATH,155,BURNABY,400,LEC,342,Robert Russell
1051,MATH,155,BURNABY,60,OPL,0,
1051,MATH,157,BURNABY,482,LEC,272,". Faculty, Daniel Kadonoff"
1051,MATH,157,SURREY,48,LEC,44,Daniel Kadonoff
1051,MATH,157,SURREY,24,TUT,24,. Tbd
1051,MATH,157,SURREY,24,TUT,20,. Tbd
1051,MATH,157,KAM,10,SEC,1,Ping Ding
1051,MATH,157,BURNABY,60,OPL,0,
1051,MATH,158,BURNABY,169,LEC,123,Robert Russell
1051,MATH,158,BURNABY,60,OPL,0,
1051,MATH,190,BURNABY,57,SEC,53,Justin Gray
1051,MATH,190,BURNABY,160,LEC,101,Christine Stewart
1051,MATH,190,KAM,25,SEC,0,Ping Ding
1051,MATH,190,BURNABY,60,OPL,0,
1051,MATH,198,HRBRCNTR,40,SEC,35,Justin Gray
1051,MATH,210,SURREY,72,LEC,8,Natalia Kouzniak
1051,MATH,210,SURREY,24,TUT,6,Natalia Kouzniak
1051,MATH,232,BURNABY,300,LEC,235,Jonathan Jedwab
1051,MATH,232,SURREY,96,LEC,16,June Lester
1051,MATH,232,SURREY,24,TUT,7,June Lester
1051,MATH,232,SURREY,24,TUT,9,June Lester
1051,MATH,232,BURNABY,60,OPL,0,
1051,MATH,251,BURNABY,275,LEC,137,Akeel Shah
1051,MATH,251,BURNABY,60,OPL,0,
1051,MATH,252,BURNABY,96,LEC,78,Ralf Wittenberg
1051,MATH,252,BURNABY,32,TUT,23,
1051,MATH,252,BURNABY,32,TUT,31,
1051,MATH,252,BURNABY,32,TUT,24,
1051,MATH,292,KAM,5,SEC,2,Ping Ding
1051,MATH,308,BURNABY,128,LEC,92,Frank Fiedler
1051,MATH,308,BURNABY,32,TUT,20,
1051,MATH,308,BURNABY,32,TUT,18,
1051,MATH,308,BURNABY,32,TUT,27,
1051,MATH,308,BURNABY,32,TUT,27,
1051,MATH,314,BURNABY,40,LEC,37,Randall Pyke
1051,MATH,314,BURNABY,40,TUT,37,
1051,MATH,320,BURNABY,94,LEC,37,Stephen Choi
1051,MATH,320,BURNABY,32,TUT,24,
1051,MATH,320,BURNABY,32,TUT,13,
1051,MATH,336,BURNABY,20,SEC,3,Egon Simons
1051,MATH,337,BURNABY,20,SEC,0,Egon Simons
1051,MATH,343,SURREY,25,LEC,8,Jeffrey Farr
1051,MATH,343,SURREY,25,TUT,8,Jeffrey Farr
1051,MATH,345,BURNABY,64,LEC,45,Ladislav Stacho
1051,MATH,345,BURNABY,32,TUT,18,
1051,MATH,345,BURNABY,32,TUT,27,
1051,MATH,424,BURNABY,45,LEC,45,Imin Chen
1051,MATH,436,BURNABY,20,SEC,1,Egon Simons
1051,MATH,437,BURNABY,20,SEC,0,Egon Simons
1051,MATH,440,BURNABY,40,LEC,11,Christopher William Ni Rowe
1051,MATH,447,BURNABY,40,LEC,42,Luis Goddyn
1051,MATH,461,BURNABY,40,LEC,17,Adam Oberman
1051,MATH,461,BURNABY,40,TUT,17,
1051,MATH,486,BURNABY,20,SEC,0,Egon Simons
1051,MATH,495,BURNABY,40,LEC,11,Steven Ruuth
1051,MATH,800,BURNABY,5,LEC,3,Michael Monagan
1051,MATH,821,BURNABY,20,LEC,6,Petr Lisonek
1051,MATH,833,BURNABY,20,LEC,5,Stephen Choi
1051,MATH,877,BURNABY,20,SEC,0,. Faculty
1051,MATH,890,BURNABY,6,SEC,0,Egon Simons
1051,MATH,891,BURNABY,6,SEC,0,Egon Simons
1051,MATH,892,BURNABY,6,SEC,0,Egon Simons
1051,MATH,893,BURNABY,6,SEC,0,Egon Simons
1051,MATH,894,BURNABY,6,SEC,0,
1051,MATH,895,BURNABY,6,SEC,3,
1051,MATH,895,BURNABY,6,SEC,1,
1051,MATH,895,BURNABY,6,SEC,1,
1051,MATH,896,BURNABY,6,SEC,0,
1051,MATH,897,BURNABY,6,SEC,0,
1051,MATH,898,BURNABY,35,SEC,12,
1051,MATH,899,BURNABY,35,SEC,11,
1051,PHYS,100,BURNABY,270,LEC,250,Oliver Pitts
1051,PHYS,100,BURNABY,18,TUT,18,
1051,PHYS,100,BURNABY,18,TUT,18,
1051,PHYS,100,BURNABY,18,TUT,18,
1051,PHYS,100,BURNABY,18,TUT,18,
1051,PHYS,100,BURNABY,18,TUT,18,
1051,PHYS,100,BURNABY,18,TUT,18,
1051,PHYS,100,BURNABY,18,TUT,18,
1051,PHYS,100,BURNABY,18,TUT,18,
1051,PHYS,100,BURNABY,18,TUT,18,
1051,PHYS,100,BURNABY,18,TUT,19,
1051,PHYS,100,BURNABY,18,TUT,15,
1051,PHYS,100,BURNABY,18,TUT,18,
1051,PHYS,100,BURNABY,18,TUT,18,
1051,PHYS,100,BURNABY,18,TUT,18,
1051,PHYS,100,BURNABY,40,OPL,0,
1051,PHYS,101,BURNABY,400,LEC,393,Eldon Emberly
1051,PHYS,101,BURNABY,40,OPL,0,
1051,PHYS,102,BURNABY,320,LEC,233,Jenifer Thewalt
1051,PHYS,102,BURNABY,40,OPL,0,
1051,PHYS,120,SURREY,120,LEC,43,Neil Alberding
1051,PHYS,120,SURREY,25,OPL,0,
1051,PHYS,121,BURNABY,335,LEC,189,Michael Hayden
1051,PHYS,121,BURNABY,40,OPL,0,
1051,PHYS,126,BURNABY,50,LEC,21,David Broun
1051,PHYS,126,BURNABY,30,OPL,0,
1051,PHYS,130,BURNABY,24,LAB,22,Andrew Debenedictis
1051,PHYS,130,BURNABY,24,LAB,21,Andrew Debenedictis
1051,PHYS,130,BURNABY,24,LAB,21,Sada Rangnekar
1051,PHYS,130,BURNABY,24,LAB,20,Sada Rangnekar
1051,PHYS,130,BURNABY,24,LAB,22,Christopher Bidinosti
1051,PHYS,130,BURNABY,24,LAB,10,Christopher Bidinosti
1051,PHYS,131,BURNABY,24,LAB,22,Saeid Kamal
1051,PHYS,131,BURNABY,24,LAB,23,Saeid Kamal
1051,PHYS,131,BURNABY,24,LAB,22,Andrew Debenedictis
1051,PHYS,131,BURNABY,24,LAB,23,Elana Brief
1051,PHYS,131,BURNABY,24,LAB,21,Elana Brief
1051,PHYS,131,BURNABY,24,LAB,24,"David Boal, Oliver Pitts"
1051,PHYS,131,BURNABY,24,LAB,17,Oliver Pitts
1051,PHYS,190,BURNABY,195,LEC,186,Howard Trottier
1051,PHYS,190,BURNABY,192,TUT,186,
1051,PHYS,221,BURNABY,60,LEC,55,Bretislav Heinrich
1051,PHYS,221,BURNABY,20,TUT,20,
1051,PHYS,221,BURNABY,20,TUT,17,
1051,PHYS,221,BURNABY,20,TUT,18,
1051,PHYS,233,BURNABY,18,LAB,5,Barbara Frisken
1051,PHYS,285,BURNABY,35,LEC,26,Dugan O'Neil
1051,PHYS,285,BURNABY,35,TUT,26,
1051,PHYS,324,BURNABY,60,LEC,35,Bretislav Heinrich
1051,PHYS,324,BURNABY,60,TUT,35,
1051,PHYS,326,BURNABY,19,LEC,7,Xiaoke Chen
1051,PHYS,326,BURNABY,19,TUT,7,
1051,PHYS,331,BURNABY,18,LAB,8,Xiaoke Chen
1051,PHYS,335,BURNABY,10,SEC,0,Karen Kavanagh
1051,PHYS,336,BURNABY,10,SEC,1,Karen Kavanagh
1051,PHYS,344,BURNABY,30,LEC,20,Nancy Forde
1051,PHYS,344,BURNABY,30,TUT,20,
1051,PHYS,346,BURNABY,50,LEC,28,Albert Curzon
1051,PHYS,346,BURNABY,50,TUT,28,
1051,PHYS,365,BURNABY,22,LEC,16,Karen Kavanagh
1051,PHYS,365,BURNABY,22,TUT,16,
1051,PHYS,385,BURNABY,25,LEC,24,Jeffrey Sonier
1051,PHYS,385,BURNABY,25,TUT,24,
1051,PHYS,395,BURNABY,10,LEC,6,R Enns
1051,PHYS,395,BURNABY,10,TUT,6,R Enns
1051,PHYS,415,BURNABY,15,LEC,19,Igor Herbut
1051,PHYS,415,BURNABY,15,TUT,19,
1051,PHYS,425,BURNABY,12,LEC,15,Jeffrey McGuirk
1051,PHYS,425,BURNABY,12,TUT,15,
1051,PHYS,431,BURNABY,10,LAB,7,Michael Hayden
1051,PHYS,432,BURNABY,5,SEC,0,
1051,PHYS,435,BURNABY,10,SEC,1,Karen Kavanagh
1051,PHYS,436,BURNABY,10,SEC,0,Karen Kavanagh
1051,PHYS,437,BURNABY,5,SEC,0,Karen Kavanagh
1051,PHYS,484,BURNABY,12,LEC,2,John Bechhoefer
1051,PHYS,484,BURNABY,12,TUT,2,
1051,PHYS,801,BURNABY,10,SEM,4,Dugan O'Neil
1051,PHYS,841,BURNABY,12,LEC,10,Leslie Ballentine
1051,PHYS,846,BURNABY,10,SEC,6,John Bechhoefer
1051,PHYS,861,BURNABY,12,LEC,6,David Broun
1051,PHYS,862,BURNABY,10,LEC,4,Igor Herbut
1051,PHYS,871,BURNABY,10,LEC,6,Michel Vetterli
1051,PHYS,871,BURNABY,8,TUT,6,
1051,PHYS,898,BURNABY,40,SEC,25,
1051,PHYS,899,BURNABY,40,SEC,26,
1051,STAT,101,BURNABY,80,SEC,71,Paul Vaughan
1051,STAT,101,BURNABY,70,OPL,0,
1051,STAT,203,BURNABY,250,LEC,197,Randy Sitter
1051,STAT,203,MAP,30,SEC,25,Charmaine Dean
1051,STAT,203,BURNABY,250,OPL,0,
1051,STAT,270,BURNABY,300,LEC,191,Robin Insley
1051,STAT,270,BURNABY,300,OPL,0,
1051,STAT,285,BURNABY,250,LEC,81,Boxin Tang
1051,STAT,285,BURNABY,90,TUT,34,
1051,STAT,285,BURNABY,60,TUT,29,
1051,STAT,285,BURNABY,100,TUT,18,
1051,STAT,302,BURNABY,200,LEC,53,Thomas Loughin
1051,STAT,302,BURNABY,200,OPL,0,
1051,STAT,336,BURNABY,10,SEC,2,Egon Simons
1051,STAT,337,BURNABY,10,SEC,4,Egon Simons
1051,STAT,350,BURNABY,150,LEC,50,Randy Sitter
1051,STAT,350,BURNABY,50,TUT,34,
1051,STAT,350,BURNABY,50,TUT,14,
1051,STAT,350,BURNABY,50,TUT,2,
1051,STAT,402,BURNABY,90,LEC,33,Rachel Altman
1051,STAT,402,BURNABY,45,TUT,16,
1051,STAT,402,BURNABY,45,TUT,17,
1051,STAT,403,BURNABY,80,LEC,13,Richard Routledge
1051,STAT,403,BURNABY,80,LAB,13,Richard Routledge
1051,STAT,410,BURNABY,120,LEC,40,Wen Lu
1051,STAT,410,BURNABY,60,TUT,40,
1051,STAT,436,BURNABY,10,SEC,0,
1051,STAT,437,BURNABY,10,SEC,0,
1051,STAT,438,BURNABY,10,SEC,0,
1051,STAT,602,BURNABY,15,LEC,0,Rachel Altman
1051,STAT,650,BURNABY,35,LEC,31,Richard Routledge
1051,STAT,650,BURNABY,35,LAB,31,Richard Routledge
1051,STAT,801,BURNABY,15,LEC,15,Derek Bingham
1051,STAT,811,BURNABY,15,SEC,9,Ian Bercovitz
1051,STAT,812,BURNABY,15,SEC,1,Ian Bercovitz
1051,STAT,870,BURNABY,1,SEC,1,Richard Lockhart
1051,STAT,880,BURNABY,6,SEC,2,Egon Simons
1051,STAT,881,BURNABY,6,SEC,0,Egon Simons
1051,STAT,882,BURNABY,6,SEC,0,
1051,STAT,883,BURNABY,6,SEC,0,Egon Simons
1051,STAT,891,HRBRCNTR,15,SEM,6,Derek Bingham
1051,STAT,894,BURNABY,10,SEC,1,. Faculty
1051,STAT,895,BURNABY,10,SEC,9,Wen Lu
1051,STAT,898,BURNABY,20,SEC,7,. Faculty
1051,STAT,899,BURNABY,20,SEC,8,. Faculty
1054,CMPT,1XX,BURNABY,100,LEC,1,
1054,CMPT,110,BURNABY,160,SEC,70,Anthony Dixon
1054,CMPT,120,BURNABY,75,LEC,44,Steven Pearce
1054,CMPT,120,BURNABY,25,LAB,10,
1054,CMPT,120,BURNABY,25,LAB,15,
1054,CMPT,120,BURNABY,25,LAB,19,
1054,CMPT,125,BURNABY,150,LEC,24,Gregory Baker
1054,CMPT,125,SURREY,24,LEC,13,John Edgar
1054,CMPT,125,SURREY,24,LAB,13,John Edgar
1054,CMPT,125,BURNABY,25,LAB,3,
1054,CMPT,125,BURNABY,25,LAB,3,
1054,CMPT,125,BURNABY,25,LAB,5,
1054,CMPT,125,BURNABY,25,LAB,5,
1054,CMPT,125,BURNABY,25,LAB,5,
1054,CMPT,125,BURNABY,25,LAB,3,
1054,CMPT,126,BURNABY,40,LEC,18,Gregory Baker
1054,CMPT,150,BURNABY,100,LEC,68,Diana Cukierman
1054,CMPT,150,BURNABY,25,LAB,25,Diana Cukierman
1054,CMPT,150,BURNABY,25,LAB,25,Diana Cukierman
1054,CMPT,150,BURNABY,25,LAB,10,Diana Cukierman
1054,CMPT,150,BURNABY,25,LAB,8,Diana Cukierman
1054,CMPT,165,BURNABY,160,SEC,78,Fred Popowich
1054,CMPT,165,BURNABY,160,LEC,84,Fred Popowich
1054,CMPT,212,BURNABY,120,LEC,33,Yuelong Jiang
1054,CMPT,225,BURNABY,120,LEC,54,Alma Barranco-Mendoza
1054,CMPT,275,BURNABY,70,LEC,43,Janice Regan
1054,CMPT,300,BURNABY,65,LEC,64,. Faculty
1054,CMPT,301,BURNABY,65,LEC,24,Anthony Chan
1054,CMPT,307,BURNABY,65,LEC,55,Ramesh Krishnamurti
1054,CMPT,310,BURNABY,65,LEC,37,Gregory Mori
1054,CMPT,320,BURNABY,65,LEC,62,Steven Pearce
1054,CMPT,354,BURNABY,65,LEC,66,Jian Pei
1054,CMPT,363,BURNABY,45,LEC,36,M. Atkins
1054,CMPT,365,BURNABY,65,LEC,22,Hao Jiang
1054,CMPT,370,BURNABY,65,LEC,18,Danny Ridinger
1054,CMPT,371,BURNABY,65,LEC,35,Janice Regan
1054,CMPT,383,BURNABY,65,LEC,64,Frank Burton
1054,CMPT,401,BURNABY,60,LEC,26,Zhong Zhang
1054,CMPT,405,BURNABY,40,LEC,18,Petra Berenbrink
1054,CMPT,415,BURNABY,10,SEC,5,"Arvind Gupta, Bradley Bart, Gregory Mori, James Delgrande, Jian Pei, M. Atkins"
1054,CMPT,419,BURNABY,40,LEC,10,Oliver Schulte
1054,CMPT,426,BURNABY,56,SEC,24,Harriet Chicoine
1054,CMPT,427,BURNABY,59,SEC,39,Harriet Chicoine
1054,CMPT,428,BURNABY,35,SEC,11,Harriet Chicoine
1054,CMPT,429,BURNABY,42,SEC,22,Harriet Chicoine
1054,CMPT,430,BURNABY,5,SEC,6,Harriet Chicoine
1054,CMPT,454,BURNABY,65,LEC,33,Wo-Shun Luk
1054,CMPT,470,BURNABY,60,LEC,46,Gregory Baker
1054,CMPT,471,BURNABY,65,LEC,16,Louis Hafer
1054,CMPT,705,BURNABY,10,LEC,2,Petra Berenbrink
1054,CMPT,731,BURNABY,30,LEC,12,Frank Burton
1054,CMPT,740,BURNABY,30,LEC,10,Jian Pei
1054,CMPT,814,BURNABY,30,LEC,0,
1054,CMPT,815,BURNABY,30,SEC,2,Louis Hafer
1054,CMPT,880,BURNABY,30,LEC,5,Arthur Kirkpatrick
1054,CMPT,881,BURNABY,17,LEC,5,"Suleyman Sahinalp, Tugkan Batu"
1054,CMPT,894,BURNABY,50,SEC,7,". Faculty, Mark Drew"
1054,CMPT,897,BURNABY,50,SEC,11,. Faculty
1054,CMPT,898,BURNABY,80,SEC,70,. Faculty
1054,CMPT,899,BURNABY,50,SEC,63,. Faculty
1054,ENSC,151,BURNABY,80,LEC,54,"Kamal Gupta, Mehrdad Saif, William Scratchley"
1054,ENSC,151,BURNABY,120,OPL,0,
1054,ENSC,194,BURNABY,10,SEC,1,
1054,ENSC,195,BURNABY,30,SEC,25,
1054,ENSC,196,BURNABY,30,SEC,16,
1054,ENSC,201,BURNABY,120,LEC,70,"Kamal Gupta, Mehrdad Saif, Michael Volker"
1054,ENSC,204,BURNABY,120,LEC,93,"Kamal Gupta, Mehrdad Saif, Michael Sjoerdsma"
1054,ENSC,225,BURNABY,100,LEC,31,"Kamal Gupta, Meenakshinathan Parameswaran, Mehrdad Saif"
1054,ENSC,225,BURNABY,50,TUT,22,
1054,ENSC,225,BURNABY,50,TUT,9,
1054,ENSC,225,BURNABY,100,OPL,0,
1054,ENSC,295,BURNABY,60,SEC,51,
1054,ENSC,296,BURNABY,30,SEC,11,
1054,ENSC,320,BURNABY,75,LEC,34,"Kamal Gupta, Mehrdad Saif, Rodney Vaughan"
1054,ENSC,320,BURNABY,25,TUT,14,
1054,ENSC,320,BURNABY,25,TUT,20,
1054,ENSC,325,BURNABY,40,LEC,24,"Kamal Gupta, Karim Karim, Mehrdad Saif"
1054,ENSC,325,BURNABY,20,TUT,10,
1054,ENSC,325,BURNABY,20,TUT,14,
1054,ENSC,325,BURNABY,40,OPL,0,
1054,ENSC,380,BURNABY,100,LEC,33,"Kamal Gupta, Mehrdad Saif, Shawn Stapleton"
1054,ENSC,383,BURNABY,55,LEC,43,"Kamal Gupta, Mehrdad Saif, William Gruver"
1054,ENSC,383,BURNABY,50,OPL,0,
1054,ENSC,395,BURNABY,30,SEC,19,
1054,ENSC,396,BURNABY,30,SEC,7,
1054,ENSC,400,BURNABY,5,SEC,3,
1054,ENSC,425,BURNABY,50,LEC,34,"Albert Leung, Kamal Gupta, Mehrdad Saif"
1054,ENSC,425,BURNABY,50,OPL,0,
1054,ENSC,429,BURNABY,20,LEC,12,Paul Ho
1054,ENSC,429,BURNABY,20,OPL,0,
1054,ENSC,460,BURNABY,33,LEC,32,"Kamal Gupta, Mehrdad Saif, Mirza Beg"
1054,ENSC,460,BURNABY,33,TUT,32,
1054,ENSC,462,BURNABY,10,SEC,0,
1054,ENSC,493,BURNABY,10,SEC,1,. Faculty
1054,ENSC,494,BURNABY,8,SEC,6,. Faculty
1054,ENSC,498,BURNABY,30,SEC,3,. Faculty
1054,ENSC,499,BURNABY,30,SEC,7,. Faculty
1054,ENSC,891,BURNABY,20,SEC,11,. Faculty
1054,ENSC,892,BURNABY,20,SEC,1,. Faculty
1054,ENSC,894,BURNABY,15,LEC,19,Stephen Whitmore
1054,ENSC,895,BURNABY,5,LEC,5,Mirza Beg
1054,ENSC,895,BURNABY,5,TUT,5,Mirza Beg
1054,ENSC,896,BURNABY,50,SEC,0,. Faculty
1054,ENSC,897,BURNABY,50,SEC,2,. Faculty
1054,ENSC,898,BURNABY,85,SEC,60,. Faculty
1054,ENSC,899,BURNABY,50,SEC,35,. Faculty
1054,MACM,101,BURNABY,120,LEC,72,Diana Cukierman
1054,MACM,101,SURREY,24,LEC,14,Toby Donaldson
1054,MACM,101,SURREY,24,TUT,14,Toby Donaldson
1054,MACM,201,BURNABY,150,LEC,66,Wing Lee
1054,MACM,201,BURNABY,60,OPL,0,
1054,MACM,300,BURNABY,65,LEC,13,Tugkan Batu
1054,MACM,300,BURNABY,65,TUT,13,
1054,MACM,316,BURNABY,160,LEC,98,Steven Ruuth
1054,MACM,316,BURNABY,32,TUT,13,
1054,MACM,316,BURNABY,32,TUT,30,
1054,MACM,316,BURNABY,32,TUT,13,
1054,MACM,316,BURNABY,32,TUT,19,
1054,MACM,316,BURNABY,32,TUT,23,
1054,MATH,100,SURREY,48,LEC,32,Elena Halmaghi
1054,MATH,100,SURREY,24,TUT,21,Elena Halmaghi
1054,MATH,100,SURREY,24,TUT,11,Elena Halmaghi
1054,MATH,151,BURNABY,100,LEC,89,Daniel Kadonoff
1054,MATH,151,BURNABY,60,OPL,0,
1054,MATH,152,BURNABY,200,LEC,100,Daniela Marinescu
1054,MATH,152,BURNABY,60,OPL,0,
1054,MATH,155,BURNABY,200,LEC,91,Natalia Kouzniak
1054,MATH,155,BURNABY,60,OPL,0,
1054,MATH,157,BURNABY,122,LEC,105,Petra Menz
1054,MATH,157,SURREY,48,LEC,32,June Lester
1054,MATH,157,SURREY,24,TUT,19,June Lester
1054,MATH,157,SURREY,24,TUT,13,June Lester
1054,MATH,157,BURNABY,60,OPL,0,
1054,MATH,190,BURNABY,55,SEC,31,Justin Gray
1054,MATH,190,SURREY,48,LEC,21,Soheila Gholamazad
1054,MATH,190,KAM,30,SEC,3,Ping Ding
1054,MATH,190,SURREY,24,OPL,0,
1054,MATH,198,CAS,15,SEC,10,". Faculty, Veselin Jungic"
1054,MATH,232,BURNABY,300,LEC,165,Alexander Rutherford
1054,MATH,232,BURNABY,60,OPL,0,
1054,MATH,242,BURNABY,64,LEC,46,Veselin Jungic
1054,MATH,242,BURNABY,32,TUT,23,
1054,MATH,242,BURNABY,32,TUT,23,
1054,MATH,251,BURNABY,175,LEC,127,Jiahong Yin
1054,MATH,251,BURNABY,60,OPL,0,
1054,MATH,252,BURNABY,64,LEC,30,Nessim Tariq
1054,MATH,252,BURNABY,32,TUT,20,
1054,MATH,252,BURNABY,32,TUT,10,
1054,MATH,254,BURNABY,64,LEC,15,Adam Oberman
1054,MATH,254,BURNABY,32,TUT,8,
1054,MATH,254,BURNABY,32,TUT,7,
1054,MATH,310,BURNABY,160,LEC,95,Youngsuk Lee
1054,MATH,310,BURNABY,32,TUT,12,
1054,MATH,310,BURNABY,32,TUT,27,
1054,MATH,310,BURNABY,32,TUT,30,
1054,MATH,310,BURNABY,32,TUT,8,
1054,MATH,310,BURNABY,32,TUT,18,
1054,MATH,336,BURNABY,20,SEC,2,Egon Simons
1054,MATH,337,BURNABY,20,SEC,3,Egon Simons
1054,MATH,342,BURNABY,120,LEC,77,Nils Bruin
1054,MATH,380,BURNABY,80,LEC,64,John Berggren
1054,MATH,380,BURNABY,27,TUT,18,
1054,MATH,380,BURNABY,27,TUT,23,
1054,MATH,380,BURNABY,26,TUT,23,
